asof,expiry,lifecycle_event,gross_portfolio_value_before_costs,portfolio_value,cash,option_market_value,stock_market_value,pnl_options,pnl_stocks,pnl_total,pnl_cumulative,transaction_costs,transaction_costs_cumulative,theta_total,spy_delta_pre_hedge,aapl_delta_pre_hedge,spy_delta_post_hedge,aapl_delta_post_hedge,spy_spot,aapl_spot,spy_stock_position,aapl_stock_position,hedge_trade_spy,hedge_trade_aapl,hedge_notional_spy,hedge_notional_aapl,pnl_options_cumulative,pnl_stocks_cumulative,transaction_costs_cumulative_from_flows,running_max_pnl,drawdown
2021-09-16,2021-10-01,daily_rehedge,83.84824357650552,83.35687544195434,1613.6641356173036,164.32211264480713,-1694.6293728201563,-50.23753799976464,-0.17200584353488324,-50.90091197785068,83.35687544195434,0.49136813455146344,7.444666551187409,7.194887297639289,7.064749145630678,-11.788234901215162,0.0,0.0,447.15,148.85,-38.46208178380502,104.15646957882605,-7.064749145630678,11.788234901215162,3159.0025804687575,1754.6787650458768,93.80638295738174,-3.0048409642423266,7.444666551187409,197.44948153796486,-114.09260609601051
2021-09-17,2021-10-01,daily_rehedge,112.92783693066303,110.88840601691845,15772.145410409456,273.1559272945601,-15934.412931687097,108.83381464975298,-79.26285316104426,27.53153057496411,110.88840601691845,2.0394309137396247,9.484097464927034,0.28371170804151014,39.13166996183881,-21.347128387406187,0.0,0.0,441.52,146.01,-77.59375174564383,125.50359796623223,-39.13166996183881,21.347128387406187,17277.41492155107,3116.8942158451773,202.64019760713472,-82.2676941252866,9.484097464927034,197.44948153796486,-86.5610755210464
2021-09-20,2021-10-01,daily_rehedge,71.5097065281916,70.61627319800391,20832.026631111305,28.81398207440384,-20790.224339987704,-244.34194522015628,204.96324573142658,-40.27213281891454,70.61627319800391,0.8934333301852854,10.37753079511232,-2.750982266273617,16.123024764273737,-13.54391135601685,0.0,0.0,434.01,143.0,-93.71677650991757,139.04750932224908,-16.123024764273737,13.54391135601685,6997.553977942444,1936.7793239104094,-41.70174761302155,122.69555160613999,10.37753079511232,197.44948153796486,-126.83320833996095
2021-09-21,2021-10-01,daily_rehedge,58.46370415661295,58.33590063771044,20900.84086856924,-65.6515954467875,-20776.853372484744,-94.46557752119134,82.31300847979769,-12.280372560293472,58.33590063771044,0.12780351890159394,10.505334314013913,-1.4485243447527152,1.5527473025231444,-4.21551198674814,0.0,0.0,433.74,143.41,-95.26952381244071,143.26302130899722,-1.5527473025231444,4.21551198674814,673.4886149963887,604.5465740195508,-136.1673251342129,205.0085600859377,10.505334314013913,197.44948153796486,-139.11358090025442
2021-09-22,2021-10-01,daily_rehedge,49.95719545343309,49.74150597584958,18743.730403184174,-31.54004535731201,-18662.44885185101,34.111550089475486,-42.49025527375153,-8.59439466186086,49.74150597584958,0.21568947759074783,10.721023791604662,4.347815581164787,-3.610950452881255,-3.9512543665646263,0.0,0.0,437.78,145.8,-91.65857335955945,147.21427567556185,3.610950452881255,3.9512543665646263,1580.8018892623556,576.0928866451226,-102.0557750447374,162.51830481218616,10.721023791604662,197.44948153796486,-147.70797556211528
2021-09-23,2021-10-01,daily_rehedge,29.248980003707402,28.697866345644798,13233.72489245894,298.4872342524126,-13503.514260365708,330.0272796097246,-350.51980558186307,-21.04363963020478,28.697866345644798,0.5511136580628738,11.272137449667536,11.982356051646638,-12.434941188472806,0.005731460175695702,0.0,0.0,443.13,146.75,-79.22363217108665,147.20854421538615,12.434941188472806,-0.005731460175695702,5510.295488847954,0.8410917807833442,227.97150456498719,-188.0015007696769,11.272137449667536,197.44948153796486,-168.75161519232006
2021-09-24,2021-10-01,daily_rehedge,67.73343093293079,67.55004749791988,14690.348853268511,373.61193029609024,-14996.410736066682,75.12469604367766,-36.089131456389566,38.85218115227508,67.55004749791988,0.18338343501516596,11.455520884682702,9.759833350863257,3.706345393760415,-1.2830157418739248,0.0,0.0,443.92,146.93,-82.92997756484706,148.49155995726008,-3.706345393760415,1.2830157418739248,1645.3208471981236,188.51350295353578,303.09620060866484,-224.09063222606648,11.455520884682702,197.44948153796486,-129.89943404004498
2021-09-27,2021-10-01,daily_rehedge,95.97940095335252,95.49966047955968,19487.273850622667,528.5407297292197,-19920.314919872326,154.92879943312948,-126.49944597769598,27.949612981639802,95.49966047955968,0.47974047378279416,11.935261358465496,1.6942193178827116,10.640525924065898,0.5995537695810356,0.0,0.0,442.67,145.38,-93.57050348891296,147.89200618767904,-10.640525924065898,-0.5995537695810356,4710.241610806251,87.16312702169095,458.0250000417943,-350.59007820376246,11.935261358465496,197.44948153796486,-101.94982105840518
2021-09-28,2021-10-01,daily_rehedge,79.64990453194696,79.37193651709094,21724.667052051933,175.41139850835702,-21820.7065140432,-353.1293312208627,337.2795752732444,-16.127723962468735,79.37193651709094,0.2779680148525274,12.213229373318024,-6.035294383373766,5.784890603202271,-1.9090200728414857,0.0,0.0,433.66,141.96,-99.35539409211523,149.80102626052053,-5.784890603202271,1.9090200728414857,2508.675658984697,271.0044895405773,104.89566882093163,-13.310502930518055,12.213229373318024,197.44948153796486,-118.07754502087391
2021-09-29,2021-10-01,daily_rehedge,52.03452499577543,51.93618249773499,20741.143729119307,86.79141368318665,-20775.998960304758,-88.61998482517038,61.28257330385759,-27.435754019355954,51.93618249773499,0.09834249804345807,12.311571871361481,4.988722110308253,-1.9399843695133114,-0.9853960364679608,0.0,0.0,434.37,142.84,-97.41540972260192,150.7864222969885,1.9399843695133114,0.9853960364679608,842.6710105854971,140.75396984908352,16.275683995761256,47.972070373339534,12.311571871361481,197.44948153796486,-145.51329904022987
2021-09-30,2021-10-01,daily_rehedge,60.046602282447566,59.902321341462084,21508.142144462465,-196.00782640511125,-21252.23199671589,-282.7992400882979,290.9096598730117,7.966138843727094,59.902321341462084,0.14428094098495126,12.455852812346432,-0.14601645338900648,2.57570175540053,-2.3908942447465336,0.0,0.0,429.0,141.3,-99.99111147800245,153.17731654173502,-2.57570175540053,2.3908942447465336,1104.9760530668275,337.8333567826852,-266.52355609253664,338.88173024635125,12.455852812346432,197.44948153796486,-137.54716019650277
2021-10-01,2021-10-01,expiry_unwind,54.84970892817364,48.323886325025285,48.323886325025285,0.0,0.0,314.7707446532854,-319.82335706657955,-11.5784350164368,48.323886325025285,6.52582260314853,18.981675415494962,-0.05287392857269423,0.008888521997548082,-0.029370413762848102,0.0,0.0,434.19,142.6,0.0,0.0,99.99111147800245,-153.17731654173502,43415.14069263388,21843.085338851415,48.24718856074878,19.058373179771706,18.981675415494962,197.44948153796486,-149.12559521293957
