start_date,expiry,num_revaluation_dates,initial_gross_portfolio_value_before_costs,initial_entry_costs,initial_net_portfolio_value,final_portfolio_value,final_cumulative_pnl,final_options_pnl_contribution,final_stock_pnl_contribution,total_transaction_costs,accounting_control_value,accounting_control_residual,final_lifecycle_event,final_spy_stock_hedge,final_aapl_stock_hedge,max_abs_spy_delta_pre_hedge,max_abs_aapl_delta_pre_hedge,max_abs_spy_stock_position,max_abs_aapl_stock_position,total_stock_turnover_notional,avg_daily_stock_turnover_notional,max_drawdown
2021-09-01,2021-10-01,22,0.0,0.43823195652280217,-0.4382319565238504,48.323886325025285,48.323886325025285,48.24718856074878,19.058373179771706,18.981675415494962,48.323886325025526,2.4158453015843406e-13,expiry_unwind,0.0,0.0,39.13166996183881,59.91916033244385,99.99111147800245,153.17731654173502,189816.7541549496,8628.034279770436,-168.75161519232006
